"Date","Chairman","PreviousRate","Streak","GDP","Unemployment","CPI","HomeownershipRate","DebtAsPctGDP","DemocraticPres","MonthsUntilElection","RaisedFedFunds"
1988-11-01,"Greenspan, Alan",8.3,7,8610.85,5.4,119.9,63.8,49.59432,0,0,1
1988-12-01,"Greenspan, Alan",8.35,8,8610.85,5.3,120.3,63.8,8610.85,0,47,1
1989-01-01,"Greenspan, Alan",8.76,9,8610.85,5.3,120.7,63.8,8610.85,0,46,1
1989-02-01,"Greenspan, Alan",9.12,10,8697.711,5.4,121.2,63.9,49.58747,0,45,1
1989-03-01,"Greenspan, Alan",9.36,11,8697.711,5.2,121.6,63.9,8697.711,0,44,1
1989-04-01,"Greenspan, Alan",9.85,12,8697.711,5,122.2,63.9,8697.711,0,43,0
1989-05-01,"Greenspan, Alan",9.84,-1,8766.105,5.2,123.1,63.8,49.74634,0,42,0
1989-06-01,"Greenspan, Alan",9.81,-2,8766.105,5.2,123.7,63.8,8766.105,0,41,0
1989-07-01,"Greenspan, Alan",9.53,-3,8766.105,5.3,124.1,63.8,8766.105,0,40,0
1989-08-01,"Greenspan, Alan",9.24,-4,8831.544,5.2,124.5,64.1,50.02856,0,39,0
1989-09-01,"Greenspan, Alan",8.99,-5,8831.544,5.2,124.5,64.1,8831.544,0,38,1
1989-10-01,"Greenspan, Alan",9.02,1,8831.544,5.3,124.8,64.1,8831.544,0,37,0
1989-11-01,"Greenspan, Alan",8.84,-1,8850.23,5.3,125.4,63.8,51.23701,0,36,0
1989-12-01,"Greenspan, Alan",8.55,-2,8850.23,5.4,125.9,63.8,8850.23,0,35,0
1990-01-01,"Greenspan, Alan",8.45,-3,8850.23,5.4,126.3,63.8,8850.23,0,34,0
1990-02-01,"Greenspan, Alan",8.23,-4,8947.129,5.4,127.5,64,51.80889,0,33,1
1990-03-01,"Greenspan, Alan",8.24,1,8947.129,5.3,128,64,8947.129,0,32,1
1990-04-01,"Greenspan, Alan",8.28,2,8947.129,5.2,128.6,64,8947.129,0,31,0
1990-05-01,"Greenspan, Alan",8.26,-1,8981.727,5.4,128.9,63.7,52.61777,0,30,0
1990-06-01,"Greenspan, Alan",8.18,-2,8981.727,5.4,129.1,63.7,8981.727,0,29,1
1990-07-01,"Greenspan, Alan",8.29,1,8981.727,5.2,129.9,63.7,8981.727,0,28,0
1990-08-01,"Greenspan, Alan",8.15,-1,8983.945,5.5,130.5,64,53.62489,0,27,0
1990-09-01,"Greenspan, Alan",8.13,-2,8983.945,5.7,131.6,64,8983.945,0,26,1
1990-10-01,"Greenspan, Alan",8.2,1,8983.945,5.9,132.5,64,8983.945,0,25,0
1990-11-01,"Greenspan, Alan",8.11,-1,8907.363,5.9,133.4,64.1,55.8634,0,24,0
1990-12-01,"Greenspan, Alan",7.81,-2,8907.363,6.2,133.7,64.1,8907.363,0,23,0
1991-01-01,"Greenspan, Alan",7.31,-3,8907.363,6.3,134.2,64.1,8907.363,0,22,0
1991-02-01,"Greenspan, Alan",6.91,-4,8865.564,6.4,134.7,63.9,57.2295,0,21,0
1991-03-01,"Greenspan, Alan",6.25,-5,8865.564,6.6,134.8,63.9,8865.564,0,20,0
1991-04-01,"Greenspan, Alan",6.12,-6,8865.564,6.8,134.8,63.9,8865.564,0,19,0
1991-05-01,"Greenspan, Alan",5.91,-7,8934.366,6.7,135.1,63.9,57.58819,0,18,0
1991-06-01,"Greenspan, Alan",5.78,-8,8934.366,6.9,135.6,63.9,8934.366,0,17,1
1991-07-01,"Greenspan, Alan",5.9,1,8934.366,6.9,136,63.9,8934.366,0,16,0
1991-08-01,"Greenspan, Alan",5.82,-1,8977.252,6.8,136.2,64.2,58.94286,0,15,0
1991-09-01,"Greenspan, Alan",5.66,-2,8977.252,6.9,136.6,64.2,8977.252,0,14,0
1991-10-01,"Greenspan, Alan",5.45,-3,8977.252,6.9,137,64.2,8977.252,0,13,0
1991-11-01,"Greenspan, Alan",5.21,-4,9016.444,7,137.2,64.2,60.54334,0,12,0
1991-12-01,"Greenspan, Alan",4.81,-5,9016.444,7,137.8,64.2,9016.444,0,11,0
1992-01-01,"Greenspan, Alan",4.43,-6,9016.444,7.3,138.2,64.2,9016.444,0,10,0
1992-02-01,"Greenspan, Alan",4.03,-7,9122.95,7.3,138.3,64,60.82761,0,9,1
1992-03-01,"Greenspan, Alan",4.06,1,9122.95,7.4,138.6,64,9122.95,0,8,0
1992-04-01,"Greenspan, Alan",3.98,-1,9122.95,7.4,139.1,64,9122.95,0,7,0
1992-05-01,"Greenspan, Alan",3.73,-2,9223.545,7.4,139.4,63.9,61.37511,0,6,1
1992-06-01,"Greenspan, Alan",3.82,1,9223.545,7.6,139.7,63.9,9223.545,0,5,0
1992-07-01,"Greenspan, Alan",3.76,-1,9223.545,7.8,140.1,63.9,9223.545,0,4,0
1992-08-01,"Greenspan, Alan",3.25,-2,9313.208,7.7,140.5,64.3,61.71139,0,3,1
1992-09-01,"Greenspan, Alan",3.3,1,9313.208,7.6,140.8,64.3,9313.208,0,2,0
1992-10-01,"Greenspan, Alan",3.22,-1,9313.208,7.6,141.1,64.3,9313.208,0,1,0
1992-11-01,"Greenspan, Alan",3.1,-2,9406.528,7.3,141.7,64.4,62.36576,0,0,0
1992-12-01,"Greenspan, Alan",3.09,-3,9406.528,7.4,142.1,64.4,9406.528,0,47,0
1993-01-01,"Greenspan, Alan",2.92,-4,9406.528,7.4,142.3,64.4,9406.528,1,46,1
1993-02-01,"Greenspan, Alan",3.02,1,9424.065,7.3,142.8,64.2,62.69198,1,45,1
1993-03-01,"Greenspan, Alan",3.03,2,9424.065,7.1,143.1,64.2,9424.065,1,44,1
1993-04-01,"Greenspan, Alan",3.07,3,9424.065,7,143.3,64.2,9424.065,1,43,0
1993-05-01,"Greenspan, Alan",2.96,-1,9480.106,7.1,143.8,64.4,63.72189,1,42,1
1993-06-01,"Greenspan, Alan",3,1,9480.106,7.1,144.2,64.4,9480.106,1,41,1
1993-07-01,"Greenspan, Alan",3.04,2,9480.106,7,144.3,64.4,9480.106,1,40,1
1993-08-01,"Greenspan, Alan",3.06,3,9526.337,6.9,144.5,64.7,63.89573,1,39,0
1993-09-01,"Greenspan, Alan",3.03,-1,9526.337,6.8,144.8,64.7,9526.337,1,38,1
1993-10-01,"Greenspan, Alan",3.09,1,9526.337,6.7,145,64.7,9526.337,1,37,0
1993-11-01,"Greenspan, Alan",2.99,-1,9653.509,6.8,145.6,64.6,64.49333,1,36,1
1993-12-01,"Greenspan, Alan",3.02,1,9653.509,6.6,146,64.6,9653.509,1,35,0
1994-01-01,"Greenspan, Alan",2.96,-1,9653.509,6.5,146.3,64.6,9653.509,1,34,1
1994-02-01,"Greenspan, Alan",3.05,1,9748.156,6.6,146.3,63.8,64.12103,1,33,1
1994-03-01,"Greenspan, Alan",3.25,2,9748.156,6.6,146.7,63.8,9748.156,1,32,1
1994-04-01,"Greenspan, Alan",3.34,3,9748.156,6.5,147.1,63.8,9748.156,1,31,1
1994-05-01,"Greenspan, Alan",3.56,4,9881.384,6.4,147.2,63.8,63.9055,1,30,1
1994-06-01,"Greenspan, Alan",4.01,5,9881.384,6.1,147.5,63.8,9881.384,1,29,1
1994-07-01,"Greenspan, Alan",4.25,6,9881.384,6.1,147.9,63.8,9881.384,1,28,1
1994-08-01,"Greenspan, Alan",4.26,7,9939.655,6.1,148.4,64.1,63.82697,1,27,1
1994-09-01,"Greenspan, Alan",4.47,8,9939.655,6,149,64.1,9939.655,1,26,1
1994-10-01,"Greenspan, Alan",4.73,9,9939.655,5.9,149.3,64.1,9939.655,1,25,1
1994-11-01,"Greenspan, Alan",4.76,10,10052.518,5.8,149.4,64.2,64.20145,1,24,1
1994-12-01,"Greenspan, Alan",5.29,11,10052.518,5.6,149.8,64.2,10052.518,1,23,1
1995-01-01,"Greenspan, Alan",5.45,12,10052.518,5.5,150.1,64.2,10052.518,1,22,1
1995-02-01,"Greenspan, Alan",5.53,13,10086.878,5.6,150.5,64.2,64.46551,1,21,1
1995-03-01,"Greenspan, Alan",5.92,14,10086.878,5.4,150.9,64.2,10086.878,1,20,1
1995-04-01,"Greenspan, Alan",5.98,15,10086.878,5.4,151.2,64.2,10086.878,1,19,1
1995-05-01,"Greenspan, Alan",6.05,16,10122.122,5.8,151.8,64.7,65.10765,1,18,0
1995-06-01,"Greenspan, Alan",6.01,-1,10122.122,5.6,152.1,64.7,10122.122,1,17,0
1995-07-01,"Greenspan, Alan",6,-2,10122.122,5.6,152.4,64.7,10122.122,1,16,0
1995-08-01,"Greenspan, Alan",5.85,-3,10208.772,5.7,152.6,65,64.5427,1,15,0
1995-09-01,"Greenspan, Alan",5.74,-4,10208.772,5.7,152.9,65,10208.772,1,14,1
1995-10-01,"Greenspan, Alan",5.8,1,10208.772,5.6,153.1,65,10208.772,1,13,0
1995-11-01,"Greenspan, Alan",5.76,-1,10281.246,5.5,153.5,65.1,63.96134,1,12,1
1995-12-01,"Greenspan, Alan",5.8,1,10281.246,5.6,153.7,65.1,10281.246,1,11,0
1996-01-01,"Greenspan, Alan",5.6,-1,10281.246,5.6,153.9,65.1,10281.246,1,10,0
1996-02-01,"Greenspan, Alan",5.56,-2,10348.691,5.6,154.7,65.1,64.83873,1,9,0
1996-03-01,"Greenspan, Alan",5.22,-3,10348.691,5.5,155,65.1,10348.691,1,8,1
1996-04-01,"Greenspan, Alan",5.31,1,10348.691,5.5,155.5,65.1,10348.691,1,7,0
1996-05-01,"Greenspan, Alan",5.22,-1,10529.379,5.6,156.1,65.4,64.02129,1,6,1
1996-06-01,"Greenspan, Alan",5.24,1,10529.379,5.6,156.4,65.4,10529.379,1,5,1
1996-07-01,"Greenspan, Alan",5.27,2,10529.379,5.3,156.7,65.4,10529.379,1,4,1
1996-08-01,"Greenspan, Alan",5.4,3,10626.778,5.5,157,65.6,64.03739,1,3,0
1996-09-01,"Greenspan, Alan",5.22,-1,10626.778,5.1,157.2,65.6,10626.778,1,2,1
1996-10-01,"Greenspan, Alan",5.3,1,10626.778,5.2,157.7,65.6,10626.778,1,1,0
1996-11-01,"Greenspan, Alan",5.24,-1,10739.057,5.2,158.2,65.4,64.23444,1,0,1
1996-12-01,"Greenspan, Alan",5.31,1,10739.057,5.4,158.7,65.4,10739.057,1,47,0
1997-01-01,"Greenspan, Alan",5.29,-1,10739.057,5.4,159.1,65.4,10739.057,1,46,0
1997-02-01,"Greenspan, Alan",5.25,-2,10820.908,5.3,159.4,65.4,64.0422,1,45,0
1997-03-01,"Greenspan, Alan",5.19,-3,10820.908,5.2,159.7,65.4,10820.908,1,44,1
1997-04-01,"Greenspan, Alan",5.39,1,10820.908,5.2,159.8,65.4,10820.908,1,43,1
1997-05-01,"Greenspan, Alan",5.51,2,10984.15,5.1,159.9,65.7,62.86499,1,42,0
1997-06-01,"Greenspan, Alan",5.5,-1,10984.15,4.9,159.9,65.7,10984.15,1,41,1
1997-07-01,"Greenspan, Alan",5.56,1,10984.15,5,160.2,65.7,10984.15,1,40,0
1997-08-01,"Greenspan, Alan",5.52,-1,11124.013,4.9,160.4,66,62.27877,1,39,1
1997-09-01,"Greenspan, Alan",5.54,1,11124.013,4.8,160.8,66,11124.013,1,38,0
1997-10-01,"Greenspan, Alan",5.54,-1,11124.013,4.9,161.2,66,11124.013,1,37,0
1997-11-01,"Greenspan, Alan",5.5,-2,11210.329,4.7,161.5,65.7,62.61038,1,36,1
1997-12-01,"Greenspan, Alan",5.52,1,11210.329,4.6,161.7,65.7,11210.329,1,35,0
1998-01-01,"Greenspan, Alan",5.5,-1,11210.329,4.7,161.8,65.7,11210.329,1,34,1
1998-02-01,"Greenspan, Alan",5.56,1,11321.246,4.6,162,65.9,62.3466,1,33,0
1998-03-01,"Greenspan, Alan",5.51,-1,11321.246,4.6,162,65.9,11321.246,1,32,0
1998-04-01,"Greenspan, Alan",5.49,-2,11321.246,4.7,162,65.9,11321.246,1,31,0
1998-05-01,"Greenspan, Alan",5.45,-3,11431.046,4.3,162.2,66,61.68004,1,30,1
1998-06-01,"Greenspan, Alan",5.49,1,11431.046,4.4,162.6,66,11431.046,1,29,1
1998-07-01,"Greenspan, Alan",5.56,2,11431.046,4.5,162.8,66,11431.046,1,28,0
1998-08-01,"Greenspan, Alan",5.54,-1,11580.587,4.5,163.2,66.8,60.41866,1,27,1
1998-09-01,"Greenspan, Alan",5.55,1,11580.587,4.5,163.4,66.8,11580.587,1,26,0
1998-10-01,"Greenspan, Alan",5.51,-1,11580.587,4.6,163.5,66.8,11580.587,1,25,0
1998-11-01,"Greenspan, Alan",5.07,-2,11770.686,4.5,163.9,66.4,60.20156,1,24,0
1998-12-01,"Greenspan, Alan",4.83,-3,11770.686,4.4,164.1,66.4,11770.686,1,23,0
1999-01-01,"Greenspan, Alan",4.68,-4,11770.686,4.4,164.4,66.4,11770.686,1,22,0
1999-02-01,"Greenspan, Alan",4.63,-5,11864.675,4.3,164.7,66.7,59.82381,1,21,1
1999-03-01,"Greenspan, Alan",4.76,1,11864.675,4.4,164.7,66.7,11864.675,1,20,1
1999-04-01,"Greenspan, Alan",4.81,2,11864.675,4.2,164.8,66.7,11864.675,1,19,0
1999-05-01,"Greenspan, Alan",4.74,-1,11962.524,4.3,165.9,66.6,59.00157,1,18,0
1999-06-01,"Greenspan, Alan",4.74,-2,11962.524,4.2,166,66.6,11962.524,1,17,1
1999-07-01,"Greenspan, Alan",4.76,1,11962.524,4.3,166,66.6,11962.524,1,16,1
1999-08-01,"Greenspan, Alan",4.99,2,12113.075,4.3,166.7,67,58.23822,1,15,1
1999-09-01,"Greenspan, Alan",5.07,3,12113.075,4.2,167.1,67,12113.075,1,14,1
1999-10-01,"Greenspan, Alan",5.22,4,12113.075,4.2,167.8,67,12113.075,1,13,0
1999-11-01,"Greenspan, Alan",5.2,-1,12323.336,4.1,168.1,66.9,58.19094,1,12,1
1999-12-01,"Greenspan, Alan",5.42,1,12323.336,4.1,168.4,66.9,12323.336,1,11,0
2000-01-01,"Greenspan, Alan",5.3,-1,12323.336,4,168.8,66.9,12323.336,1,10,1
2000-02-01,"Greenspan, Alan",5.45,1,12359.095,4,169.3,67.1,57.5555,1,9,1
2000-03-01,"Greenspan, Alan",5.73,2,12359.095,4.1,170,67.1,12359.095,1,8,1
2000-04-01,"Greenspan, Alan",5.85,3,12359.095,4,171,67.1,12359.095,1,7,1
2000-05-01,"Greenspan, Alan",6.02,4,12592.53,3.8,170.9,67.2,55.31983,1,6,1
2000-06-01,"Greenspan, Alan",6.27,5,12592.53,4,171.2,67.2,12592.53,1,5,1
2000-07-01,"Greenspan, Alan",6.53,6,12592.53,4,172.2,67.2,12592.53,1,4,1
2000-08-01,"Greenspan, Alan",6.54,7,12607.676,4,172.7,67.7,54.78382,1,3,0
2000-09-01,"Greenspan, Alan",6.5,-1,12607.676,4.1,172.7,67.7,12607.676,1,2,1
2000-10-01,"Greenspan, Alan",6.52,1,12607.676,3.9,173.6,67.7,12607.676,1,1,0
2000-11-01,"Greenspan, Alan",6.51,-1,12679.338,3.9,173.9,67.5,54.0685,1,0,0
2000-12-01,"Greenspan, Alan",6.51,-2,12679.338,3.9,174.2,67.5,12679.338,1,47,0
2001-01-01,"Greenspan, Alan",6.4,-3,12679.338,3.9,174.6,67.5,12679.338,0,46,0
2001-02-01,"Greenspan, Alan",5.98,-4,12643.283,4.2,175.6,67.5,54.94561,0,45,0
2001-03-01,"Greenspan, Alan",5.49,-5,12643.283,4.2,176,67.5,12643.283,0,44,0
2001-04-01,"Greenspan, Alan",5.31,-6,12643.283,4.3,176.1,67.5,12643.283,0,43,0
2001-05-01,"Greenspan, Alan",4.8,-7,12710.303,4.4,176.4,67.7,53.83154,0,42,0
2001-06-01,"Greenspan, Alan",4.21,-8,12710.303,4.3,177.3,67.7,12710.303,0,41,0
2001-07-01,"Greenspan, Alan",3.97,-9,12710.303,4.5,177.7,67.7,12710.303,0,40,0
2001-08-01,"Greenspan, Alan",3.77,-10,12670.106,4.6,177.4,68.1,54.58399,0,39,0
2001-09-01,"Greenspan, Alan",3.65,-11,12670.106,4.9,177.4,68.1,12670.106,0,38,0
2001-10-01,"Greenspan, Alan",3.07,-12,12670.106,5,178.1,68.1,12670.106,0,37,0
2001-11-01,"Greenspan, Alan",2.49,-13,12705.269,5.3,177.6,68,55.53941,0,36,0
2001-12-01,"Greenspan, Alan",2.09,-14,12705.269,5.5,177.5,68,12705.269,0,35,0
2002-01-01,"Greenspan, Alan",1.82,-15,12705.269,5.7,177.4,68,12705.269,0,34,0
2002-02-01,"Greenspan, Alan",1.73,-16,12822.258,5.7,177.7,67.8,55.43484,0,33,1
2002-03-01,"Greenspan, Alan",1.74,1,12822.258,5.7,178,67.8,12822.258,0,32,0
2002-04-01,"Greenspan, Alan",1.73,-1,12822.258,5.7,178.5,67.8,12822.258,0,31,1
2002-05-01,"Greenspan, Alan",1.75,1,12893.002,5.9,179.3,67.6,56.02726,0,30,0
2002-06-01,"Greenspan, Alan",1.75,-1,12893.002,5.8,179.5,67.6,12893.002,0,29,0
2002-07-01,"Greenspan, Alan",1.75,-2,12893.002,5.8,179.6,67.6,12893.002,0,28,0
2002-08-01,"Greenspan, Alan",1.73,-3,12955.769,5.8,180,68,56.43,0,27,1
2002-09-01,"Greenspan, Alan",1.74,1,12955.769,5.7,180.5,68,12955.769,0,26,1
2002-10-01,"Greenspan, Alan",1.75,2,12955.769,5.7,180.8,68,12955.769,0,25,0
2002-11-01,"Greenspan, Alan",1.75,-1,12964.016,5.7,181.2,68.3,57.68932,0,24,0
2002-12-01,"Greenspan, Alan",1.34,-2,12964.016,5.9,181.5,68.3,12964.016,0,23,0
2003-01-01,"Greenspan, Alan",1.24,-3,12964.016,6,181.8,68.3,12964.016,0,22,0
2003-02-01,"Greenspan, Alan",1.24,-4,13031.169,5.8,182.6,68,57.53089,0,21,1
2003-03-01,"Greenspan, Alan",1.26,1,13031.169,5.9,183.6,68,13031.169,0,20,0
2003-04-01,"Greenspan, Alan",1.25,-1,13031.169,5.9,183.9,68,13031.169,0,19,1
2003-05-01,"Greenspan, Alan",1.26,1,13152.089,6,183.2,68,58.6606,0,18,0
2003-06-01,"Greenspan, Alan",1.26,-1,13152.089,6.1,182.9,68,13152.089,0,17,0
2003-07-01,"Greenspan, Alan",1.22,-2,13152.089,6.3,183.1,68,13152.089,0,16,0
2003-08-01,"Greenspan, Alan",1.01,-3,13372.357,6.2,183.7,68.4,58.35064,0,15,1
2003-09-01,"Greenspan, Alan",1.03,1,13372.357,6.1,184.5,68.4,13372.357,0,14,0
2003-10-01,"Greenspan, Alan",1.01,-1,13372.357,6.1,185.1,68.4,13372.357,0,13,0
2003-11-01,"Greenspan, Alan",1.01,-2,13528.71,6,184.9,68.6,59.22047,0,12,0
2003-12-01,"Greenspan, Alan",1,-3,13528.71,5.8,185,68.6,13528.71,0,11,0
2004-01-01,"Greenspan, Alan",0.98,-4,13528.71,5.7,185.5,68.6,13528.71,0,10,1
2004-02-01,"Greenspan, Alan",1,1,13606.509,5.7,186.3,68.6,59.48307,0,9,1
2004-03-01,"Greenspan, Alan",1.01,2,13606.509,5.6,186.7,68.6,13606.509,0,8,0
2004-04-01,"Greenspan, Alan",1,-1,13606.509,5.8,187.1,68.6,13606.509,0,7,0
2004-05-01,"Greenspan, Alan",1,-2,13706.247,5.6,187.4,69.2,59.71674,0,6,0
2004-06-01,"Greenspan, Alan",1,-3,13706.247,5.6,188.2,69.2,13706.247,0,5,1
2004-07-01,"Greenspan, Alan",1.03,1,13706.247,5.6,188.9,69.2,13706.247,0,4,1
2004-08-01,"Greenspan, Alan",1.26,2,13830.828,5.5,189.1,69,59.66391,0,3,1
2004-09-01,"Greenspan, Alan",1.43,3,13830.828,5.4,189.2,69,13830.828,0,2,1
2004-10-01,"Greenspan, Alan",1.61,4,13830.828,5.4,189.8,69,13830.828,0,1,1
2004-11-01,"Greenspan, Alan",1.76,5,13950.376,5.5,190.8,69.2,60.46825,0,0,1
2004-12-01,"Greenspan, Alan",1.93,6,13950.376,5.4,191.7,69.2,13950.376,0,47,1
2005-01-01,"Greenspan, Alan",2.16,7,13950.376,5.4,191.7,69.2,13950.376,0,46,1
2005-02-01,"Greenspan, Alan",2.28,8,14099.081,5.3,191.6,69.1,60.69238,0,45,1
2005-03-01,"Greenspan, Alan",2.5,9,14099.081,5.4,192.4,69.1,14099.081,0,44,1
2005-04-01,"Greenspan, Alan",2.63,10,14099.081,5.2,193.1,69.1,14099.081,0,43,1
2005-05-01,"Greenspan, Alan",2.79,11,14172.695,5.2,193.7,68.6,60.40108,0,42,1
2005-06-01,"Greenspan, Alan",3,12,14172.695,5.1,193.6,68.6,14172.695,0,41,1
2005-07-01,"Greenspan, Alan",3.04,13,14172.695,5,193.7,68.6,14172.695,0,40,1
2005-08-01,"Greenspan, Alan",3.26,14,14291.757,5,194.9,68.8,60.07171,0,39,1
2005-09-01,"Greenspan, Alan",3.5,15,14291.757,4.9,196.1,68.8,14291.757,0,38,1
2005-10-01,"Greenspan, Alan",3.62,16,14291.757,5,198.8,68.8,14291.757,0,37,1
2005-11-01,"Greenspan, Alan",3.78,17,14373.438,5,199.1,69,61.05707,0,36,1
2005-12-01,"Greenspan, Alan",4,18,14373.438,5,198.1,69,14373.438,0,35,1
2006-01-01,"Greenspan, Alan",4.16,19,14373.438,4.9,198.1,69,14373.438,0,34,1
2006-02-01,"Bernanke, Ben",4.29,20,14546.119,4.7,199.3,68.5,61.33209,0,33,1
2006-03-01,"Bernanke, Ben",4.49,21,14546.119,4.8,199.4,68.5,14546.119,0,32,1
2006-04-01,"Bernanke, Ben",4.59,22,14546.119,4.7,199.7,68.5,14546.119,0,31,1
2006-05-01,"Bernanke, Ben",4.79,23,14589.585,4.7,200.7,68.7,61.01568,0,30,1
2006-06-01,"Bernanke, Ben",4.94,24,14589.585,4.6,201.3,68.7,14589.585,0,29,1
2006-07-01,"Bernanke, Ben",4.99,25,14589.585,4.6,201.8,68.7,14589.585,0,28,1
2006-08-01,"Bernanke, Ben",5.24,26,14602.633,4.7,202.9,69,61.16385,0,27,1
2006-09-01,"Bernanke, Ben",5.25,27,14602.633,4.7,203.8,69,14602.633,0,26,0
2006-10-01,"Bernanke, Ben",5.25,-1,14602.633,4.5,202.8,69,14602.633,0,25,0
2006-11-01,"Bernanke, Ben",5.25,-2,14716.93,4.4,201.9,68.9,61.70892,0,24,0
2006-12-01,"Bernanke, Ben",5.25,-3,14716.93,4.5,202,68.9,14716.93,0,23,0
2007-01-01,"Bernanke, Ben",5.24,-4,14716.93,4.4,203.1,68.9,14716.93,0,22,1
2007-02-01,"Bernanke, Ben",5.25,1,14726.022,4.6,203.437,68.4,62.17621,0,21,1
2007-03-01,"Bernanke, Ben",5.26,2,14726.022,4.5,204.226,68.4,14726.022,0,20,0
2007-04-01,"Bernanke, Ben",5.26,-1,14726.022,4.4,205.288,68.4,14726.022,0,19,0
2007-05-01,"Bernanke, Ben",5.25,-2,14838.664,4.5,205.904,68.2,61.48587,0,18,0
2007-06-01,"Bernanke, Ben",5.25,-3,14838.664,4.4,206.755,68.2,14838.664,0,17,0
2007-07-01,"Bernanke, Ben",5.25,-4,14838.664,4.6,207.234,68.2,14838.664,0,16,1
2007-08-01,"Bernanke, Ben",5.26,1,14938.467,4.7,207.603,68.2,61.82456,0,15,0
2007-09-01,"Bernanke, Ben",5.02,-1,14938.467,4.6,207.667,68.2,14938.467,0,14,0
2007-10-01,"Bernanke, Ben",4.94,-2,14938.467,4.7,208.547,68.2,14938.467,0,13,0
2007-11-01,"Bernanke, Ben",4.76,-3,14991.784,4.7,209.19,67.8,62.84633,0,12,0
2007-12-01,"Bernanke, Ben",4.49,-4,14991.784,4.7,210.834,67.8,14991.784,0,11,0
2008-01-01,"Bernanke, Ben",4.24,-5,14991.784,5,211.445,67.8,14991.784,0,10,0
2008-02-01,"Bernanke, Ben",3.94,-6,14889.45,5,212.174,67.8,64.33963,0,9,0
2008-03-01,"Bernanke, Ben",2.98,-7,14889.45,4.9,212.687,67.8,14889.45,0,8,0
2008-04-01,"Bernanke, Ben",2.61,-8,14889.45,5.1,213.448,67.8,14889.45,0,7,0
2008-05-01,"Bernanke, Ben",2.28,-9,14963.357,5,213.942,68.1,64.07889,0,6,0
2008-06-01,"Bernanke, Ben",1.98,-10,14963.357,5.4,215.208,68.1,14963.357,0,5,1
2008-07-01,"Bernanke, Ben",2,1,14963.357,5.6,217.463,68.1,14963.357,0,4,1
2008-08-01,"Bernanke, Ben",2.01,2,14891.643,5.8,219.016,67.9,67.5384,0,3,0
2008-09-01,"Bernanke, Ben",2,-1,14891.643,6.1,218.69,67.9,14891.643,0,2,0
2008-10-01,"Bernanke, Ben",1.81,-2,14891.643,6.1,218.877,67.9,14891.643,0,1,0
2008-11-01,"Bernanke, Ben",0.97,-3,14576.985,6.5,216.995,67.5,73.53868,0,0,0
2008-12-01,"Bernanke, Ben",0.39,-4,14576.985,6.8,213.153,67.5,14576.985,0,47,0
2009-01-01,"Bernanke, Ben",0.16,-5,14576.985,7.3,211.398,67.5,14576.985,1,46,0
2009-02-01,"Bernanke, Ben",0.15,-6,14375.018,7.8,211.933,67.3,77.35691,1,45,1
2009-03-01,"Bernanke, Ben",0.22,1,14375.018,8.3,212.705,67.3,14375.018,1,44,0
2009-04-01,"Bernanke, Ben",0.18,-1,14375.018,8.7,212.495,67.3,14375.018,1,43,0
2009-05-01,"Bernanke, Ben",0.15,-2,14355.558,9,212.709,67.4,80.50874,1,42,1
2009-06-01,"Bernanke, Ben",0.18,1,14355.558,9.4,213.022,67.4,14355.558,1,41,1
2009-07-01,"Bernanke, Ben",0.21,2,14355.558,9.5,214.79,67.4,14355.558,1,40,0
2009-08-01,"Bernanke, Ben",0.16,-1,14402.477,9.5,214.726,67.6,82.79856,1,39,0
2009-09-01,"Bernanke, Ben",0.16,-2,14402.477,9.6,215.445,67.6,14402.477,1,38,0
2009-10-01,"Bernanke, Ben",0.15,-3,14402.477,9.8,215.861,67.6,14402.477,1,37,0
2009-11-01,"Bernanke, Ben",0.12,-4,14541.901,10,216.509,67.2,84.51824,1,36,0
2009-12-01,"Bernanke, Ben",0.12,-5,14541.901,9.9,217.234,67.2,14541.901,1,35,0
2010-01-01,"Bernanke, Ben",0.12,-6,14541.901,9.9,217.347,67.2,14541.901,1,34,0
2010-02-01,"Bernanke, Ben",0.11,-7,14604.845,9.8,217.488,67.1,87.00386,1,33,1
2010-03-01,"Bernanke, Ben",0.13,1,14604.845,9.8,217.281,67.1,14604.845,1,32,1
2010-04-01,"Bernanke, Ben",0.16,2,14604.845,9.9,217.353,67.1,14604.845,1,31,1
2010-05-01,"Bernanke, Ben",0.2,3,14745.933,9.9,217.403,66.9,88.67047,1,30,0
2010-06-01,"Bernanke, Ben",0.2,-1,14745.933,9.6,217.29,66.9,14745.933,1,29,0
2010-07-01,"Bernanke, Ben",0.18,-2,14745.933,9.4,217.199,66.9,14745.933,1,28,0
2010-08-01,"Bernanke, Ben",0.18,-3,14845.458,9.4,217.605,66.9,90.06437,1,27,1
2010-09-01,"Bernanke, Ben",0.19,1,14845.458,9.5,217.923,66.9,14845.458,1,26,0
2010-10-01,"Bernanke, Ben",0.19,-1,14845.458,9.5,218.275,66.9,14845.458,1,25,0
2010-11-01,"Bernanke, Ben",0.19,-2,14939.001,9.4,219.035,66.5,92.08819,1,24,0
2010-12-01,"Bernanke, Ben",0.19,-3,14939.001,9.8,219.59,66.5,14939.001,1,23,0
2011-01-01,"Bernanke, Ben",0.18,-4,14939.001,9.3,220.472,66.5,14939.001,1,22,0
2011-02-01,"Bernanke, Ben",0.17,-5,14881.301,9.2,221.148,66.4,93.64575,1,21,0
